title,release_year,rating,genres,description,poster_url
War Room,2015,7.833,Drama,"The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordan’s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tony’s real enemy doesn’t have a prayer.",https://image.tmdb.org/t/p/w500/unxQeVUi5DH01r7ZNvAHwpvX7UK.jpg
The King's Speech,2010,7.742,"Drama, History","The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",https://image.tmdb.org/t/p/w500/uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg
Constantine: The House of Mystery,2022,6.8,"Animation, Action, Adventure, Horror","John Constantine wakes up in the eerie House of Mystery with no recollection of how he got there. Fortunately, Zatanna and his friends are all there. Unfortunately, they have a bad habit of turning into demons and ripping him to shreds, over and over again!",https://image.tmdb.org/t/p/w500/n3FQYSzptYZJRvp9yGVDxoTfE0L.jpg
Held der Gladiatoren,2003,6.3,[],"Germanus, a brave gladiator, witnesses the brutal murder of his brother, committed by another fighter. Since then, he will become his worst enemy, with whom he will fight in several fights, each more bitter. One day, Germanus discovers that his sister, also gladiator, maintains a passionate affair with the man who killed the brother of both, without her knowing anything about the crime",https://image.tmdb.org/t/p/w500/5mtnsET3So2KOZxfKX1gk8ycWOc.jpg
My Hero Academia: All Might Rising,2019,6.2,"Animation, Action",3rd My Hero Academia OVA. A short special about All Might included with the Blu-ray/DVD release of My Hero Academia: Two Heroes.,https://image.tmdb.org/t/p/w500/vmRfBDkI5gH7mBUAsmVnWFLz3pm.jpg
Stardust,2007,7.276,"Adventure, Fantasy, Romance, Family","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",https://image.tmdb.org/t/p/w500/7zbFmxy3DqKYL2M8Hop6uylp2Uy.jpg
Divorce,2024,6.557,"Comedy, Drama","Two decades after divorcing and taking separate paths in life, a former couple is working to obtain an official declaration of invalidity of their brief marriage.",https://image.tmdb.org/t/p/w500/gJfv8ceXsopdMmv9AKGBkKiBKhE.jpg
RED,2010,6.7,"Action, Adventure, Comedy, Crime, Thriller","After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.",https://image.tmdb.org/t/p/w500/8eeK3OB5PeSRQD7BpZcGZKkehG.jpg
Pantaskah Aku Berhijab,2024,0.0,"Drama, Romance","It tells the story of Sofi who lost her father figure in her life. Then he has to face all sorts of trials of life. luckily he has the support of his best friend. Aqsa. Of the various trials, he then questioned whether he was happy, and whether he should wear a hijab.",https://image.tmdb.org/t/p/w500/bGOTGOonRA1kukFrXQgB0i3zD0H.jpg
Hunters,2021,6.0,Action,"As John T. Wrecker continues his task of protecting a group of refugees from a virus, the threat of something new and even more dangerous grows ever closer in the form of monstrous mutants.",https://image.tmdb.org/t/p/w500/3UKlVa1CBeQkRksHV5OfFTO52qd.jpg
Four Christmases,2008,5.8,"Comedy, Romance, Drama","Brad and Kate have made something of an art form out of avoiding their families during the holidays, but this year their foolproof plan is about go bust -- big time. Stuck at the city airport after all departing flights are canceled, the couple is embarrassed to see their ruse exposed to the world by an overzealous television reporter. Now, Brad and Kate are left with precious little choice other than to swallow their pride and suffer the rounds.",https://image.tmdb.org/t/p/w500/zixj44TC7rwzpxtJAG5OzFJnEqe.jpg
A Cinderella Story,2004,6.562,"Comedy, Family, Romance","Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",https://image.tmdb.org/t/p/w500/3d6Nu5c7BSo5BrH2xE1pnj3yNrc.jpg
Shutter,2004,7.3,"Horror, Mystery, Thriller","After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.",https://image.tmdb.org/t/p/w500/zUyaVtyugDaDHtOC6kCMJhbZsWu.jpg
High School Musical,2006,6.558,"Comedy, Drama, Family, Music, Romance, TV Movie",A popular high school athlete and an academically gifted girl get roles in the school musical and develop a friendship that threatens East High's social order.,https://image.tmdb.org/t/p/w500/bg1eLo2OjySRYKaTO89ZDsqUcJ4.jpg
Fantastic Four,2005,5.787,"Action, Fantasy, Science Fiction","During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",https://image.tmdb.org/t/p/w500/8HLQLILZLhDQWO6JDpvY6XJLH75.jpg
Don't Breathe 2,2021,7.062,"Thriller, Horror","The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",https://image.tmdb.org/t/p/w500/hRMfgGFRAZIlvwVWy8DYJdLTpvN.jpg
"Lust, Caution",2007,7.2,"Action, Drama, Romance, Thriller","During World War II, a secret agent must seduce then assassinate an official who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill.",https://image.tmdb.org/t/p/w500/6c1tqfJEBuIyhQC19SLlLQAUAvJ.jpg
Black Water: Abyss,2020,5.2,"Horror, Action, Adventure","An adventure-loving couple convince their friends to explore a remote, uncharted cave system in the forests of Northern Australia. With a tropical storm approaching, they abseil into the mouth of the cave, but when the caves start to flood, tensions rise as oxygen levels fall and the friends find themselves trapped. Unknown to them, the storm has also brought in a pack of dangerous and hungry crocodiles.",https://image.tmdb.org/t/p/w500/pmAv14TPE2vKMIRrVeCd1Ll7K94.jpg
The Visit,2015,6.321,"Horror, Mystery","A brother and sister are sent to their grandparents' remote Pennsylvania farm for a week, where they discover that the elderly couple is involved in something deeply disturbing.",https://image.tmdb.org/t/p/w500/mtMfKRCa2V5b7d9k4piogB72mcY.jpg
在我面前不能射精！ 女友對我射精管理後不論精子量與射精時間都照她要求來做的我 miru,2022,7.0,Documentary,,https://image.tmdb.org/t/p/w500/fRezUcCvYAgsVWElSgePyN3G1rj.jpg
A Bullet for the General,1967,6.5,Western,"El Chuncho's bandits rob arms from a train, intending to sell the weapons to Elias' revolutionaries. They are helped by one of the passengers, Bill Tate, and allow him to join them, unware of his true intentions.",https://image.tmdb.org/t/p/w500/mKJtHftfsLwz8y8XMb8gPdxoBKJ.jpg
Spider-Man 2,2004,7.286,"Action, Adventure, Science Fiction","Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well...",https://image.tmdb.org/t/p/w500/olxpyq9kJAZ2NU1siLshhhXEPR7.jpg
The Virgin Suicides,2000,7.1,Drama,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",https://image.tmdb.org/t/p/w500/1NCQtXPQnaHRjOZVmktA9BSM35F.jpg
The Raid,2012,7.409,"Action, Thriller, Crime","Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",https://image.tmdb.org/t/p/w500/Abnm1Ws3JH0ReCfEhLMPwPcMcGO.jpg
Sirocco and the Kingdom of Winds,2023,8.4,"Adventure, Animation, Family, Fantasy","Agnès, Juliette and Carmen's neighbour, writes children's storybooks that take place in a fantasy world, The Kingdom of the Winds. The intrepid sisters discover a passageway between their world and this extraordinary universe. Once on the other side the girls take on the appearance of cats, and discover Sirocco, a terrifying character who can control the wind.",https://image.tmdb.org/t/p/w500/3n8tWaBBGS6Df1MtX44aTFws7WJ.jpg
Paterson,2016,7.114,"Drama, Comedy, Romance","A week in the life of Paterson, a poet bus driver, and his wife Laura, a very creative artist, who live in Paterson, New Jersey, hometown of many famous poets and artists.",https://image.tmdb.org/t/p/w500/AuJ1ZlfqwuAr9H5Qr1U9KILylse.jpg
Satan's Slaves 2: Communion,2022,7.0,"Drama, Horror, Mystery","After moving from their home to an apartment building, a new terror awaits Rini’s family.",https://image.tmdb.org/t/p/w500/6Hp3eaih3UxpAOUvgsFS9TvVpPD.jpg
Foe,2023,5.702,"Science Fiction, Drama","Henrietta and Junior farm a secluded piece of land that has been in Junior's family for generations, but their quiet life is thrown into turmoil when an uninvited stranger shows up at their door with a startling proposal. Will they risk their relationship & personal identity for a chance to survive in a new world?",https://image.tmdb.org/t/p/w500/eTPBizhkX6B9NgzPzkhVIOvwXxZ.jpg
The Breakfast Club,1985,7.74,"Comedy, Drama","Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.",https://image.tmdb.org/t/p/w500/vSqk5BeQ1HvP9wq0rWZyWqiwXeF.jpg
The Skin I Live In,2011,7.514,"Drama, Horror, Mystery, Thriller",A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,https://image.tmdb.org/t/p/w500/ywMA2jiUpcvvFeqEdMe8HvoV8Ec.jpg
Signs,2002,6.7,"Drama, Thriller, Science Fiction, Mystery",A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,https://image.tmdb.org/t/p/w500/hyZkNEbNgnciUVTyu4NZTjlCh4L.jpg
Wolf Children,2012,8.227,"Animation, Family, Drama, Fantasy","After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",https://image.tmdb.org/t/p/w500/3Nllh6JgcrFdtOn6iFOWHudNInd.jpg
